customer_id,address,postcode,state,country,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,transaction_id,product_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
1,060 Morning Avenue,2016,NSW,Australia,10,Laraine,Medendorp,F,93,Executive Secretary,Health,Mass Customer,N,Yes,11,68.00,18970,11,29/03/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,00:00.0
2,6 Meadow Vale Court,2153,NSW,Australia,10,Eli,Bockman,M,81,Administrative Officer,Financial Services,Mass Customer,N,Yes,16,41.00,2261,1,04/05/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,00:00.0
2,6 Meadow Vale Court,2153,NSW,Australia,10,Eli,Bockman,M,81,Administrative Officer,Financial Services,Mass Customer,N,Yes,16,41.00,6743,85,11/06/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,00:00.0
2,6 Meadow Vale Court,2153,NSW,Australia,10,Eli,Bockman,M,81,Administrative Officer,Financial Services,Mass Customer,N,Yes,16,41.00,16411,26,24/08/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,00:00.0
4,0 Holy Cross Court,4211,QLD,Australia,9,Talbot,,M,33,Business Systems Development Analyst,IT,Mass Customer,N,No,7,60.00,12441,95,03/04/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,00:00.0
4,0 Holy Cross Court,4211,QLD,Australia,9,Talbot,,M,33,Business Systems Development Analyst,IT,Mass Customer,N,No,7,60.00,14648,62,18/06/2017,1,Approved,Solex,Standard,medium,medium,478.16,298.72,00:00.0
5,17979 Del Mar Point,2448,NSW,Australia,4,Sheila-kathryn,Calton,F,56,Senior Editor,Manufacturing,Affluent Customer,N,Yes,8,44.00,2250,34,16/08/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,00:00.0
5,17979 Del Mar Point,2448,NSW,Australia,4,Sheila-kathryn,Calton,F,56,Senior Editor,Manufacturing,Affluent Customer,N,Yes,8,44.00,2291,23,03/03/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,00:00.0
5,17979 Del Mar Point,2448,NSW,Australia,4,Sheila-kathryn,Calton,F,56,Senior Editor,Manufacturing,Affluent Customer,N,Yes,8,44.00,2534,84,03/05/2017,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,00:00.0
5,17979 Del Mar Point,2448,NSW,Australia,4,Sheila-kathryn,Calton,F,56,Senior Editor,Manufacturing,Affluent Customer,N,Yes,8,44.00,7692,39,14/12/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,00:00.0
5,17979 Del Mar Point,2448,NSW,Australia,4,Sheila-kathryn,Calton,F,56,Senior Editor,Manufacturing,Affluent Customer,N,Yes,8,44.00,13058,96,26/05/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,00:00.0
5,17979 Del Mar Point,2448,NSW,Australia,4,Sheila-kathryn,Calton,F,56,Senior Editor,Manufacturing,Affluent Customer,N,Yes,8,44.00,19993,13,28/04/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,00:00.0
6,9 Oakridge Court,3216,VIC,Australia,9,Curr,Duckhouse,M,35,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,13,55.00,902,0,21/05/2017,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,00:00.0
6,9 Oakridge Court,3216,VIC,Australia,9,Curr,Duckhouse,M,35,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,13,55.00,4013,0,16/09/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,00:00.0
6,9 Oakridge Court,3216,VIC,Australia,9,Curr,Duckhouse,M,35,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,13,55.00,5749,54,27/10/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,00:00.0
6,9 Oakridge Court,3216,VIC,Australia,9,Curr,Duckhouse,M,35,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,13,55.00,7096,77,28/01/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,00:00.0
6,9 Oakridge Court,3216,VIC,Australia,9,Curr,Duckhouse,M,35,Business Systems Development Analyst,Retail,High Net Worth,N,Yes,13,55.00,8204,12,06/02/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,00:00.0
7,4 Delaware Trail,2210,NSW,Australia,9,Fina,Merali,F,6,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,11,45.00,3954,5,21/04/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,00:00.0
7,4 Delaware Trail,2210,NSW,Australia,9,Fina,Merali,F,6,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,11,45.00,18369,72,18/02/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0
7,4 Delaware Trail,2210,NSW,Australia,9,Fina,Merali,F,6,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,11,45.00,18549,22,24/02/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,3688,15,22/09/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,5321,3,08/12/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,7636,34,13/07/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,8415,76,11/04/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,9039,4,21/10/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,10792,89,04/01/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,13266,4,04/10/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,15024,1,21/04/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,00:00.0
8,49 Londonderry Lane,2650,NSW,Australia,4,Rod,Inder,M,31,Media Manager I,Manufacturing,Mass Customer,N,No,7,59.00,17199,45,11/08/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,00:00.0
9,97736 7th Trail,2023,NSW,Australia,12,Mala,Lind,F,97,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8,48.00,2501,59,10/05/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,00:00.0
9,97736 7th Trail,2023,NSW,Australia,12,Mala,Lind,F,97,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8,48.00,2979,85,06/03/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,00:00.0
9,97736 7th Trail,2023,NSW,Australia,12,Mala,Lind,F,97,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8,48.00,4233,36,13/10/2017,0,Approved,Solex,Standard,low,medium,945.04,507.58,00:00.0
9,97736 7th Trail,2023,NSW,Australia,12,Mala,Lind,F,97,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8,48.00,8591,69,04/02/2017,0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,00:00.0
9,97736 7th Trail,2023,NSW,Australia,12,Mala,Lind,F,97,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8,48.00,9405,6,20/08/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,00:00.0
9,97736 7th Trail,2023,NSW,Australia,12,Mala,Lind,F,97,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8,48.00,10662,38,30/09/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,00:00.0
11,93405 Ludington Park,3044,VIC,Australia,8,Uriah,Bisatt,M,99,Business Systems Development Analyst,Property,Mass Customer,N,No,9,67.00,6004,28,02/04/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,00:00.0
11,93405 Ludington Park,3044,VIC,Australia,8,Uriah,Bisatt,M,99,Business Systems Development Analyst,Property,Mass Customer,N,No,9,67.00,9240,10,30/10/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,00:00.0
11,93405 Ludington Park,3044,VIC,Australia,8,Uriah,Bisatt,M,99,Business Systems Development Analyst,Property,Mass Customer,N,No,9,67.00,10444,30,02/08/2017,0,Approved,Solex,Standard,high,medium,748.17,448.9,00:00.0
11,93405 Ludington Park,3044,VIC,Australia,8,Uriah,Bisatt,M,99,Business Systems Development Analyst,Property,Mass Customer,N,No,9,67.00,14370,10,09/07/2017,0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,00:00.0
11,93405 Ludington Park,3044,VIC,Australia,8,Uriah,Bisatt,M,99,Business Systems Development Analyst,Property,Mass Customer,N,No,9,67.00,18879,4,14/11/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,5985,39,21/08/2017,0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,6705,72,04/09/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,6741,72,12/02/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,12242,91,23/07/2017,0,Approved,Solex,Standard,medium,medium,100.35,75.26,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,13818,44,21/08/2017,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,14250,34,24/10/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,00:00.0
12,44339 Golden Leaf Alley,4557,QLD,Australia,4,Sawyere,Flattman,M,58,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,27.00,19219,28,16/09/2017,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,8905,66,16/02/2017,0,Approved,Solex,Standard,medium,medium,1163.89,589.27,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,11839,9,02/08/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,13486,17,17/11/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,15101,49,01/03/2017,1,Approved,Solex,Standard,medium,large,1061.56,733.58,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,17639,0,03/12/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,17763,92,06/01/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,00:00.0
13,2 Sutherland Street,3799,VIC,Australia,6,Gabriele,Norcross,M,38,Developer I,Financial Services,High Net Worth,N,Yes,8,66.00,19988,0,05/04/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,00:00.0
14,9 Mcbride Trail,2760,NSW,Australia,8,Rayshell,Kitteman,F,85,Account Executive,Financial Services,Affluent Customer,N,No,6,38.00,6044,56,13/11/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,00:00.0
14,9 Mcbride Trail,2760,NSW,Australia,8,Rayshell,Kitteman,F,85,Account Executive,Financial Services,Affluent Customer,N,No,6,38.00,16253,68,11/05/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,00:00.0
14,9 Mcbride Trail,2760,NSW,Australia,8,Rayshell,Kitteman,F,85,Account Executive,Financial Services,Affluent Customer,N,No,6,38.00,19381,23,27/10/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,00:00.0
15,9861 New Castle Avenue,2428,NSW,Australia,9,Erroll,Radage,M,91,Junior Executive,Manufacturing,Mass Customer,N,No,1,21.00,434,67,10/03/2017,0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,00:00.0
15,9861 New Castle Avenue,2428,NSW,Australia,9,Erroll,Radage,M,91,Junior Executive,Manufacturing,Mass Customer,N,No,1,21.00,7896,26,30/07/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,00:00.0
15,9861 New Castle Avenue,2428,NSW,Australia,9,Erroll,Radage,M,91,Junior Executive,Manufacturing,Mass Customer,N,No,1,21.00,10707,41,20/09/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,00:00.0
15,9861 New Castle Avenue,2428,NSW,Australia,9,Erroll,Radage,M,91,Junior Executive,Manufacturing,Mass Customer,N,No,1,21.00,11788,33,07/06/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,00:00.0
15,9861 New Castle Avenue,2428,NSW,Australia,9,Erroll,Radage,M,91,Junior Executive,Manufacturing,Mass Customer,N,No,1,21.00,17528,2,20/01/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,00:00.0
15,9861 New Castle Avenue,2428,NSW,Australia,9,Erroll,Radage,M,91,Junior Executive,Manufacturing,Mass Customer,N,No,1,21.00,17963,81,25/11/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,00:00.0
16,52 Moland Street,3331,VIC,Australia,4,Harlin,Parr,M,38,Media Manager IV,Manufacturing,Mass Customer,N,Yes,18,44.00,1405,3,17/08/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,00:00.0
16,52 Moland Street,3331,VIC,Australia,4,Harlin,Parr,M,38,Media Manager IV,Manufacturing,Mass Customer,N,Yes,18,44.00,5083,94,10/05/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,00:00.0
16,52 Moland Street,3331,VIC,Australia,4,Harlin,Parr,M,38,Media Manager IV,Manufacturing,Mass Customer,N,Yes,18,44.00,13585,68,22/09/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,00:00.0
16,52 Moland Street,3331,VIC,Australia,4,Harlin,Parr,M,38,Media Manager IV,Manufacturing,Mass Customer,N,Yes,18,44.00,14760,96,12/02/2017,0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,00:00.0
16,52 Moland Street,3331,VIC,Australia,4,Harlin,Parr,M,38,Media Manager IV,Manufacturing,Mass Customer,N,Yes,18,44.00,17935,99,31/07/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,00:00.0
17,82391 Kensington Lane,3058,VIC,Australia,9,Heath,Faraday,M,57,Sales Associate,Manufacturing,Affluent Customer,N,Yes,15,59.00,1404,62,14/03/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,00:00.0
17,82391 Kensington Lane,3058,VIC,Australia,9,Heath,Faraday,M,57,Sales Associate,Manufacturing,Affluent Customer,N,Yes,15,59.00,5316,78,14/11/2017,1,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,00:00.0
17,82391 Kensington Lane,3058,VIC,Australia,9,Heath,Faraday,M,57,Sales Associate,Manufacturing,Affluent Customer,N,Yes,15,59.00,10775,1,01/05/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,00:00.0
17,82391 Kensington Lane,3058,VIC,Australia,9,Heath,Faraday,M,57,Sales Associate,Manufacturing,Affluent Customer,N,Yes,15,59.00,12747,70,11/10/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,00:00.0
17,82391 Kensington Lane,3058,VIC,Australia,9,Heath,Faraday,M,57,Sales Associate,Manufacturing,Affluent Customer,N,Yes,15,59.00,17135,49,30/12/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,3506,87,15/07/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,3777,11,11/05/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,7092,97,25/03/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,8622,94,16/05/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,11227,40,05/07/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,11922,10,24/06/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,00:00.0
18,092 2nd Alley,2135,NSW,Australia,12,Marjie,Neasham,F,79,Professor,Manufacturing,Affluent Customer,N,No,11,54.00,17282,16,18/08/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,00:00.0
19,59 Spaight Circle,2233,NSW,Australia,9,Sorcha,Keyson,F,76,Geological Engineer,Manufacturing,High Net Worth,N,No,1,20.00,4664,7,31/01/2017,0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,00:00.0
19,59 Spaight Circle,2233,NSW,Australia,9,Sorcha,Keyson,F,76,Geological Engineer,Manufacturing,High Net Worth,N,No,1,20.00,14850,87,25/03/2017,0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,00:00.0
20,032 Bartelt Crossing,2444,NSW,Australia,8,Basile,Firth,M,72,Project Manager,Manufacturing,Mass Customer,N,No,11,41.00,6657,4,01/11/2017,1,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,00:00.0
20,032 Bartelt Crossing,2444,NSW,Australia,8,Basile,Firth,M,72,Project Manager,Manufacturing,Mass Customer,N,No,11,41.00,11330,94,29/11/2017,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,00:00.0
20,032 Bartelt Crossing,2444,NSW,Australia,8,Basile,Firth,M,72,Project Manager,Manufacturing,Mass Customer,N,No,11,41.00,14766,48,20/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,00:00.0
20,032 Bartelt Crossing,2444,NSW,Australia,8,Basile,Firth,M,72,Project Manager,Manufacturing,Mass Customer,N,No,11,41.00,18030,3,11/06/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,00:00.0
21,18 Jenna Center,2650,NSW,Australia,7,Mile,Cammocke,M,74,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,41.00,2932,37,17/08/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,00:00.0
21,18 Jenna Center,2650,NSW,Australia,7,Mile,Cammocke,M,74,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,41.00,4778,3,22/10/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,00:00.0
21,18 Jenna Center,2650,NSW,Australia,7,Mile,Cammocke,M,74,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,41.00,8915,72,24/12/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,00:00.0
21,18 Jenna Center,2650,NSW,Australia,7,Mile,Cammocke,M,74,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,41.00,14115,25,12/02/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,00:00.0
21,18 Jenna Center,2650,NSW,Australia,7,Mile,Cammocke,M,74,Safety Technician I,Manufacturing,Affluent Customer,N,Yes,16,41.00,19616,16,17/11/2017,0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,1783,53,13/12/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,9249,52,13/11/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,14099,89,12/10/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,15874,11,13/05/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,15926,2,25/01/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,19078,40,31/10/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,00:00.0
24,3 Cordelia Plaza,2153,NSW,Australia,10,Kim,Skpsey,F,55,Research Assistant I,Argiculture,Mass Customer,N,Yes,15,44.00,19263,76,05/10/2017,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,00:00.0
25,28 5th Center,4413,QLD,Australia,3,Geoff,Assaf,M,72,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,45.00,2354,53,04/03/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,00:00.0
25,28 5th Center,4413,QLD,Australia,3,Geoff,Assaf,M,72,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,45.00,4309,39,23/05/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,00:00.0
25,28 5th Center,4413,QLD,Australia,3,Geoff,Assaf,M,72,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,45.00,5770,41,04/09/2017,1,Approved,Solex,Road,medium,medium,416.98,312.74,00:00.0
25,28 5th Center,4413,QLD,Australia,3,Geoff,Assaf,M,72,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,21,45.00,6552,54,15/04/2017,0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,00:00.0
